ID	音频	转写结果	标注文本	CER(%)
2670	pos/cmd_2670.wav	风速调到百分之十。	风速调到百分之十	0.00
2671	pos/cmd_2671.wav	提到子女教育的电视点播上。	播放苦命人	240.00
2672	pos/cmd_2672.wav	关屏险。	关屏显	33.33
2673	pos/cmd_2673.wav	沥水袋窗帘。	ECO模式	100.00
2674	pos/cmd_2674.wav	儿童吃能些食物友好 PK。	儿童吃哪些食物有好处	40.00
2675	pos/cmd_2675.wav	开机空调，	开机空调	0.00
2676	pos/cmd_2676.wav	日场的遥控，	空调十七度	100.00
2677	pos/cmd_2677.wav	肺需要少吃什么？	备孕要少吃什么	28.57
2678	pos/cmd_2678.wav	的企业市场巨头。	把空调关上	140.00
2679	pos/cmd_2679.wav	风往下吹。	风往下吹	0.00
2680	pos/cmd_2680.wav	播放大红妈妈小会奔跑。	播放大红妈妈精心讲绘本	45.45
2681	pos/cmd_2681.wav	富含热量的食物有哪些？	富含热量的食物有哪些	0.00
2682	pos/cmd_2682.wav	喂， 关掉之前节好。	关掉智清洁	100.00
2683	pos/cmd_2683.wav	降低温度。	降低温度	0.00
2684	pos/cmd_2684.wav	增大女仔裤。	风大一点	100.00
2685	pos/cmd_2685.wav	看情报局， 我想听。	科技情报局我想听	25.00
2686	pos/cmd_2686.wav	儿童吃哪些食物有好处？	儿童吃哪些食物有好处	0.00
2687	pos/cmd_2687.wav	超健而参与较量。	把温度调到三十度	100.00
2688	pos/cmd_2688.wav	温度高一点。	温度高一点	0.00
2689	pos/cmd_2689.wav	让所有粉丝间，	吃什么适合舒缓压力	100.00
2690	pos/cmd_2690.wav	儿童有什么饮食禁忌？	儿童有什么饮食禁忌	0.00
2691	pos/cmd_2691.wav	选上今天的另一个奥运会。	护发吃什么好	183.33
2692	pos/cmd_2692.wav	播放最烟的朋友。	播放费烟的民谣	42.86
2693	pos/cmd_2693.wav	对本报记者表示什么好？	儿童吃什么好	116.67
2694	pos/cmd_2694.wav	可以在检测充电桩后，	加热故障	225.00
2695	pos/cmd_2695.wav	安胎不适合吃什么。	安胎不适合吃什么	0.00
2696	pos/cmd_2696.wav	开启制冷模式。	开启制冷模式	0.00
2697	pos/cmd_2697.wav	具备这个指标一点， 你想先。	风大一点	225.00
2698	pos/cmd_2698.wav	把温度调到二十三度。	把温度调到二十三度	0.00
2699	pos/cmd_2699.wav	拥久播放三六八点五在线。	播放姚晴曦阅读	128.57
2700	pos/cmd_2700.wav	i didn't do that。 我设计有，	把温度调到二十度	200.00
2701	pos/cmd_2701.wav	播放巴赫初级钢琴曲。	播放巴赫初级钢琴曲	0.00
2702	pos/cmd_2702.wav	播必须在三年之内连续削减。	播放温妮女巫魔法绘本	110.00
2703	pos/cmd_2703.wav	开启知心节。	开启智清洁	60.00
2704	pos/cmd_2704.wav	打开节能模式。	打开节能模式	0.00
2705	pos/cmd_2705.wav	枫树条八千年。	风速调大一点	100.00
2706	pos/cmd_2706.wav	把温度调到二十九度。	把温度调到二十九度	0.00
2707	pos/cmd_2707.wav	我播读点烧脑筋， 我想听。	古哥古点烧脑集我想听	40.00
2708	pos/cmd_2708.wav	打开睡眠模式。	打开睡眠模式	0.00
2709	pos/cmd_2709.wav	和保险产业链。	吃什么可以明目	100.00
2710	pos/cmd_2710.wav	播放火箭少年。	播放磨剑少年	33.33
2711	pos/cmd_2711.wav	更年期建议吃什么？	更年期建议吃什么	0.00
2712	pos/cmd_2712.wav	风速加大。	风速加大	0.00
2713	pos/cmd_2713.wav	开游戏喽。	开启ECO	80.00
2714	pos/cmd_2714.wav	开到二十七度。	开到二十七度	0.00
2715	pos/cmd_2715.wav	收益率为二十四。	降低一度	175.00
2716	pos/cmd_2716.wav	这里已经结束。	关闭ECO模式	100.00
2717	pos/cmd_2717.wav	高血压不推垫。	高血压不推荐吃什么	44.44
2718	pos/cmd_2718.wav	播放低级车通车企的新能源。	播放激情手风琴曲选集	100.00
2719	pos/cmd_2719.wav	空调十九度。	空调十九度	0.00
2720	pos/cmd_2720.wav		开到二十六度	100.00
2721	pos/cmd_2721.wav	散货售价更高， 音乐之之。	播放姚晴曦阅读	142.86
2722	pos/cmd_2722.wav	音量调到最小。	风量调到最小	16.67
2723	pos/cmd_2723.wav	成为大家心中的女神。	温度十八度	180.00
2724	pos/cmd_2724.wav	儿童有什么饮食禁忌？	儿童有什么饮食禁忌	0.00
2725	pos/cmd_2725.wav	唱一首刘德华的歌。	唱一首刘德华的歌	0.00
2726	pos/cmd_2726.wav	康夏空调，	关下空调	50.00
2727	pos/cmd_2727.wav	更年期适合吃什么？	更年期适合吃什么	0.00
2728	pos/cmd_2728.wav	关掉空调。	关掉空调	0.00
2729	pos/cmd_2729.wav	给我放古典抒情百分百。	给我放古典抒情百分百	0.00
2730	pos/cmd_2730.wav	播放育儿早教人刚过分晓。	播放育儿早教纯干货分享	36.36
2731	pos/cmd_2731.wav	开到二十六度，	开到二十六度	0.00
2732	pos/cmd_2732.wav	宝宝们， 请好快刷档案和输入呗。	播放美国语文第四册	144.44
2733	pos/cmd_2733.wav	公共服务中心，	风速一百	150.00
2734	pos/cmd_2734.wav	四千六百九十二，	开机空调	175.00
2735	pos/cmd_2735.wav	降低温度。	降低温度	0.00
2736	pos/cmd_2736.wav	世纪实行了类似改革。	电竞编年史我想听	112.50
2737	pos/cmd_2737.wav	开到十七度。	开到十七度	0.00
2738	pos/cmd_2738.wav	把温度调到二十九度。	把温度调到二十九度	0.00
2739	pos/cmd_2739.wav	哺乳期有什么饮食禁忌？	哺乳期有什么饮食禁忌	0.00
2740	pos/cmd_2740.wav	把温度调到二十二度。	把温度调到二十二度	0.00
2741	pos/cmd_2741.wav	丰富六十，	风速六十	50.00
2742	pos/cmd_2742.wav	腹泻吃什么食物有好痛？	腹泻吃什么食物有好处	10.00
2743	pos/cmd_2743.wav	打开省电模式。	打开省电模式	0.00
2744	pos/cmd_2744.wav	高血压不推荐吃什么？	高血压不推荐吃什么	0.00
2745	pos/cmd_2745.wav	开机空调，	开机空调	0.00
2746	pos/cmd_2746.wav	功度再调小一点去。	风速调小一点	66.67
2747	pos/cmd_2747.wav	向部露出来事前审查。	向左吹风	200.00
2748	pos/cmd_2748.wav	白内票不适合吃什么？	白内障不适合吃什么	11.11
2749	pos/cmd_2749.wav	开到二十五度，	开到二十五度	0.00
2750	pos/cmd_2750.wav	降低风量国家，	降低风量	50.00
2751	pos/cmd_2751.wav	风量最小。	风量最小	0.00
2752	pos/cmd_2752.wav	关一下空调。	关一下空调	0.00
2753	pos/cmd_2753.wav	行， 快点快点有手。	关掉空调	175.00
2754	pos/cmd_2754.wav	关掉至清洁。	关掉智清洁	20.00
2755	pos/cmd_2755.wav	将全程监管一二小吃界面新闻。	备孕要少吃什么	171.43
2756	pos/cmd_2756.wav	广州日版菲斯基，	开到二十二度	116.67
2757	pos/cmd_2757.wav	播放家庭趣流口传说。	播放家庭教育口传书	33.33
2758	pos/cmd_2758.wav	空调除湿模式。	空调除湿模式	0.00
2759	pos/cmd_2759.wav	风速调到百分之二十。	风速调到百分之二十	0.00
2760	pos/cmd_2760.wav	存续芯片 vm，	播放文静翻唱歌曲集	100.00
2761	pos/cmd_2761.wav	咱们看下方。	打开上下风	80.00
2762	pos/cmd_2762.wav	开房直追。	开防直吹	50.00
2763	pos/cmd_2763.wav	防毛下水。	风往下吹	75.00
2764	pos/cmd_2764.wav	二十八度。	空调十八度	40.00
2765	pos/cmd_2765.wav	风速调到百分之六十五。	风速调到百分之六十	11.11
2766	pos/cmd_2766.wav	播放苦命王反应。	播放苦命人	60.00
2767	pos/cmd_2767.wav	分速调到百分之七十。	风速调到百分之七十	11.11
2768	pos/cmd_2768.wav	商店帮速食谷歌，	风速十	200.00
2769	pos/cmd_2769.wav	绿属风速调最大是有一，	风速调最大	100.00
2770	pos/cmd_2770.wav	君爸不能死什么？	黑发不能吃什么	42.86
2771	pos/cmd_2771.wav	开启之清洁。	开启智清洁	20.00
2772	pos/cmd_2772.wav	一个表示是合是来不断提醒。	脚气适合吃什么	157.14
2773	pos/cmd_2773.wav	总共四十六亿经济。	感冒吃什么合适	114.29
2774	pos/cmd_2774.wav	去稀土集中专营。	吃什么可以明目	100.00
2775	pos/cmd_2775.wav	是在北京举办视频工会。	关闭显示屏	200.00
2776	pos/cmd_2776.wav	蓝牙手机，	空调二十一度	100.00
2777	pos/cmd_2777.wav	感冒不能吃什么食物？	感冒不能吃什么食物	0.00
2778	pos/cmd_2778.wav	木板向上边。	风摆向上边	40.00
2779	pos/cmd_2779.wav	给我讲古风音乐频道。	给我讲古风音乐频道	0.00
2780	pos/cmd_2780.wav	自控温度，	智控温	66.67
2781	pos/cmd_2781.wav	风速减小。	风速减小	0.00
2782	pos/cmd_2782.wav	三到二十三度。	开到二十三度	16.67
2783	pos/cmd_2783.wav	熊熊燃烧的柴星。	空调二十一度	116.67
2784	pos/cmd_2784.wav	电池行业的相关人士告诉记者。	播放小飞鱼二	216.67
2785	pos/cmd_2785.wav	宽松款由于肩带，	播放白玉京	140.00
2786	pos/cmd_2786.wav	排气放置锤。	开启防直吹	100.00
2787	pos/cmd_2787.wav	感冒不可以吃什么？	感冒不可以吃什么	0.00
2788	pos/cmd_2788.wav	空角空调，	关掉空调	50.00
2789	pos/cmd_2789.wav	腹泻适合吃什么？	腹泻适合吃什么	0.00
2790	pos/cmd_2790.wav	好的， 红娘。	开下空调	100.00
2791	pos/cmd_2791.wav	也在就得关注。 二十三、	开到二十三度	116.67
2792	pos/cmd_2792.wav	播放减压放松音乐歌词。	播放减压放松音乐合集	20.00
2793	pos/cmd_2793.wav	吃什么有利于皮肤粗糙？	吃什么有利于皮肤粗糙	0.00
2794	pos/cmd_2794.wav	播放火路声音背景音乐。	播放我录声音背景音乐	20.00
2795	pos/cmd_2795.wav	打开节能模式。	打开节能模式	0.00
2796	pos/cmd_2796.wav	空调十九度。	空调十九度	0.00
2797	pos/cmd_2797.wav	开下空调。	开下空调	0.00
2798	pos/cmd_2798.wav	吃什么？ 意中不射。	吃什么可以防辐射	50.00
2799	pos/cmd_2799.wav	播放绝句唐杜甫。	播放绝句唐杜甫	0.00
2800	pos/cmd_2800.wav	谷歌古典烧脑集， 我想听。	古哥古点烧脑集我想听	30.00
2801	pos/cmd_2801.wav	播放盖世英雄原创音乐。	播放盖世音雄原创音乐	10.00
2802	pos/cmd_2802.wav	开下空调。	开下空调	0.00
2803	pos/cmd_2803.wav	风速调到最小风。	风速调到最小风	0.00
2804	pos/cmd_2804.wav	播放波波龙的故事口袋。	播放播播龙的故事口袋	20.00
2805	pos/cmd_2805.wav	吴雪推荐吃哪些食物？	补血推荐吃哪些食物	22.22
2806	pos/cmd_2806.wav	对床垫和睡眠质量有关。	把温度调到十六度	125.00
2807	pos/cmd_2807.wav	开下空调。	开下空调	0.00
2808	pos/cmd_2808.wav	越南邮政银行被打出个十用。	风速五十	275.00
2809	pos/cmd_2809.wav	利润播放价子股婴儿患罕见病。	播放架子鼓示范四十首	100.00
2810	pos/cmd_2810.wav	关闭神电模式关一，	关闭省电模式	50.00
2811	pos/cmd_2811.wav	吃什么适合学习？	吃什么适合解酒	28.57
2812	pos/cmd_2812.wav	业绩同比增速放缓。	高血糖吃什么有好处	100.00
2813	pos/cmd_2813.wav	更年期建议吃什么？	更年期建议吃什么	0.00
2814	pos/cmd_2814.wav	关注什么？	关闭屏幕	75.00
2815	pos/cmd_2815.wav	厕所手指被食物需要到开除。	黑发哪些食物需要忌口	80.00
2816	pos/cmd_2816.wav	抗衰老推荐吃哪些食物？	抗衰老推荐吃哪些食物	0.00
2817	pos/cmd_2817.wav	三幺幺二八三三。	风速调到百分之四十	100.00
2818	pos/cmd_2818.wav	真的不是放国的。	停止左右风	140.00
2819	pos/cmd_2819.wav	关于幸福需求。	关一下空调	100.00
2820	pos/cmd_2820.wav	云启动送货模式。	启动送风模式	33.33
2821	pos/cmd_2821.wav	给我讲财经大事件。	给我讲财经大事件	0.00
2822	pos/cmd_2822.wav	在第应该是九度。	空调十九度	100.00
2823	pos/cmd_2823.wav	生产全系列半导体。 四是知名的企业。	黑发哪些食物需要忌口	150.00
2824	pos/cmd_2824.wav	二、 童系统，	关屏显	133.33
2825	pos/cmd_2825.wav	排类脏腑适合吃什么？	白内障不适合吃什么	44.44
2826	pos/cmd_2826.wav	信息就有可能实现。	往左扫风	200.00
2827	pos/cmd_2827.wav	脚气适合是使用的。	脚气适合吃什么	57.14
2828	pos/cmd_2828.wav	开到二十二度。	开到二十二度	0.00
2829	pos/cmd_2829.wav	把温度填达二十四度。	把温度调到二十四度	22.22
2830	pos/cmd_2830.wav	二三二五一二四，	风速八十	175.00
2831	pos/cmd_2831.wav	风速七十，	风速七十	0.00
2832	pos/cmd_2832.wav	把温度调到十八度。	把温度调到十八度	0.00
2833	pos/cmd_2833.wav	午饭出锅。	上出风	100.00
2834	pos/cmd_2834.wav	娃娃的播放少儿版光盘。	播放少儿版红楼梦	75.00
2835	pos/cmd_2835.wav	高血压适宜吃什么？	高血压适宜吃什么	0.00
2836	pos/cmd_2836.wav	科技情报局， 我想听。	科技情报局我想听	0.00
2837	pos/cmd_2837.wav	彩电视上进行冲击一下。	风速加大	250.00
2838	pos/cmd_2838.wav	开一下空调。	开一下空调	0.00
2839	pos/cmd_2839.wav	是工业的时候， 对吧？	骨质疏松要吃什么好	100.00
2840	pos/cmd_2840.wav	每平米三万元。	更年期吃什么好	100.00
2841	pos/cmd_2841.wav	更年期不适合吃什么？	更年期不适合吃什么	0.00
2842	pos/cmd_2842.wav	脚气病适宜吃什么？	脚气病适宜吃什么	0.00
2843	pos/cmd_2843.wav	年长大都不婚明霸气。	防直吹模式	180.00
2844	pos/cmd_2844.wav	凤狂双市模式。	空调抽湿模式	66.67
2845	pos/cmd_2845.wav	网页闪光。	往右扫风	100.00
2846	pos/cmd_2846.wav	播放人大样板系精小实车。	播放十大样板戏精选集	50.00
2847	pos/cmd_2847.wav	一百三、 分娩期不适合吃蛇、 皂虫。	更年期不适合吃什么	88.89
2848	pos/cmd_2848.wav	开启睡眠模式。	开启睡眠模式	0.00
2849	pos/cmd_2849.wav	播放盖世英雄原唱音乐。	播放盖世音雄原创音乐	20.00
2850	pos/cmd_2850.wav	的原因把温度调到房制。 要，	把温度调到十八度	75.00
2851	pos/cmd_2851.wav	播放一千零一夜故事，	播放一千零一夜故事	0.00
2852	pos/cmd_2852.wav	播放郭德纲的相声。	播放郭德纲的相声	0.00
2853	pos/cmd_2853.wav	现在往下推移。	往下吹	133.33
2854	pos/cmd_2854.wav	开发过程中，	关闭左右风	100.00
2855	pos/cmd_2855.wav	过你而胎到十八度欧舒丹。	开到十八度	140.00
2856	pos/cmd_2856.wav	开启自动模式。	开启自动模式	0.00
2857	pos/cmd_2857.wav	播放波波龙的故事等待。	播放播播龙的故事口袋	40.00
2858	pos/cmd_2858.wav	自助进行改善需求。	风速四十	200.00
2859	pos/cmd_2859.wav	开机空调，	开机空调	0.00
2860	pos/cmd_2860.wav	是什么社区哪里里域？	吃什么适合舒缓压力	77.78
2861	pos/cmd_2861.wav	在外面恶心要少吃什么？	哺乳期要少吃什么	62.50
2862	pos/cmd_2862.wav	介绍备孕适合吃什么？	备孕适合吃什么	28.57
2863	pos/cmd_2863.wav	防止七亿两千。	防直吹模式	100.00
2864	pos/cmd_2864.wav	开启一搜。	开启ECO	60.00
2865	pos/cmd_2865.wav	有初性纳品类。	风向右吹	150.00
2866	pos/cmd_2866.wav	有关部门应尽快出台实施细则。	播放小脚丫妈妈读绘本	130.00
2867	pos/cmd_2867.wav	风量调到最大。	风量调到最大	0.00
2868	pos/cmd_2868.wav	要把二幺六四的签照，	开到二十四度	116.67
2869	pos/cmd_2869.wav	把温度调到二十八度。	把温度调到二十八度	0.00
2870	pos/cmd_2870.wav	品调控办法， 首先两人都得带。	古哥古点烧脑集我想听	120.00
2871	pos/cmd_2871.wav	把空调关上。	把空调关上	0.00
2872	pos/cmd_2872.wav	播放吐槽大会，	播放吐槽大会	0.00
2873	pos/cmd_2873.wav	看多少湿度。	开到二十度	80.00
2874	pos/cmd_2874.wav	开启送风模式。	开启送风模式	0.00
2875	pos/cmd_2875.wav	腹泻适合吃什么？	腹泻适合吃什么	0.00
2876	pos/cmd_2876.wav	调成自动模式。	调成自动模式	0.00
2877	pos/cmd_2877.wav	播放育儿早教， 纯干或分享。	播放育儿早教纯干货分享	9.09
2878	pos/cmd_2878.wav	加加大风量。	加大风量	25.00
2879	pos/cmd_2879.wav	把温度调到十六度。	把温度调到十六度	0.00
2880	pos/cmd_2880.wav	都真是无奇不有。	把空调关闭	140.00
2881	pos/cmd_2881.wav	播放卡尔经典绘本音频，	播放卡尔经典绘本音频	0.00
2882	pos/cmd_2882.wav	空调出事。	空调除湿	50.00
2883	pos/cmd_2883.wav	发展水矿生兵了。 这些国，	播放神笔马良	166.67
2884	pos/cmd_2884.wav	拿一个会石心动的。	开到二十七度	133.33
2885	pos/cmd_2885.wav	播放睡前故事。	播放睡前故事	0.00
2886	pos/cmd_2886.wav	嗯， 开到二十四度。	开到二十四度	16.67
2887	pos/cmd_2887.wav	床日累计计算。 美丽。	开防直吹	200.00
2888	pos/cmd_2888.wav	规定承担赔偿责任。	出风口设置最左	114.29
2889	pos/cmd_2889.wav	陈老师这个人物有，	开到十九度	160.00
2890	pos/cmd_2890.wav	吃什么有利于脂肪肝？	吃什么有利于脂肪肝	0.00
2891	pos/cmd_2891.wav	风速调大，	风速调大	0.00
2892	pos/cmd_2892.wav	把分数调到最小。	把风速调到最小	28.57
2893	pos/cmd_2893.wav	开一下空调。	开一下空调	0.00
2894	pos/cmd_2894.wav	播放姚琴欣阅读。	播放姚晴曦阅读	28.57
2895	pos/cmd_2895.wav	功容退错了是哪个？	更年期适合吃什么	100.00
2896	pos/cmd_2896.wav	开启一次哦。	开启ECO	60.00
2897	pos/cmd_2897.wav	所谓的一个风源注力污染器。	锋言疯语我想听	171.43
2898	pos/cmd_2898.wav	开启视频模式。	开启睡眠模式	33.33
2899	pos/cmd_2899.wav	开启自热模式。	开启制热模式	16.67
2900	pos/cmd_2900.wav	开到二十二度。	开到二十二度	0.00
2901	pos/cmd_2901.wav	把空调关闭。	把空调关闭	0.00
2902	pos/cmd_2902.wav	我想睡你。	关掉睡眠	75.00
2903	pos/cmd_2903.wav	十六、 播放少儿版红楼梦，	播放少儿版红楼梦	25.00
2904	pos/cmd_2904.wav	百分儿童吃哪些食物有好处？	儿童吃哪些食物有好处	20.00
2905	pos/cmd_2905.wav	空调带模包二十克鲁斯勒。	空调调到二十二度	87.50
2906	pos/cmd_2906.wav	增速达达百分之五十。	风速调到百分之五十	33.33
2907	pos/cmd_2907.wav	音箱模式。	ECO模式	60.00
2908	pos/cmd_2908.wav	儿童不能说什么？	儿童不能吃什么	14.29
2909	pos/cmd_2909.wav	开机空调，	开机空调	0.00
2910	pos/cmd_2910.wav	播放青少年概念二，	播放青少新概念	28.57
2911	pos/cmd_2911.wav	播放聊音乐。	播放聊音乐	0.00
2912	pos/cmd_2912.wav	关掉这部问题。	关掉智控温	80.00
2913	pos/cmd_2913.wav	打开 ET 入门人物。	打开ECO模式	71.43
2914	pos/cmd_2914.wav	播放小饼鱼儿。	播放小飞鱼二	33.33
2915	pos/cmd_2915.wav	开启抽声模式。	开启抽湿模式	16.67
2916	pos/cmd_2916.wav	十二点风速调最大。	风速调最大	60.00
2917	pos/cmd_2917.wav	前方提到用意说。	播放妈咪知道孕育说	88.89
2918	pos/cmd_2918.wav	音量调到最小。	风量调到最小	16.67
2919	pos/cmd_2919.wav	播放十大样板戏精选首歌听，	播放十大样板戏精选集	30.00
2920	pos/cmd_2920.wav	在互联网手机电商领域领先。	古哥古点烧脑集我想听	120.00
2921	pos/cmd_2921.wav	签订的售房合同。	播放白玉京	140.00
2922	pos/cmd_2922.wav	开启厨师模式。	开启除湿模式	33.33
2923	pos/cmd_2923.wav	嗯， 大写诉讼模式。	开启送风模式	83.33
2924	pos/cmd_2924.wav	关掉睡眠。	关掉睡眠	0.00
2925	pos/cmd_2925.wav	播放青少年概念。	播放青少新概念	14.29
2926	pos/cmd_2926.wav	分数调到最大分。	风速调到最大风	42.86
2927	pos/cmd_2927.wav	关掉睡眠。	关掉睡眠	0.00
2928	pos/cmd_2928.wav	播放郭德纲的相声。	播放郭德纲的相声	0.00
2929	pos/cmd_2929.wav	播放新经典英文童话。	播放听经典英文童话	11.11
2930	pos/cmd_2930.wav	包括他的自己中。	开到十九度	140.00
2931	pos/cmd_2931.wav	产妇推荐吃哪些食物？	产妇推荐吃哪些食物	0.00
2932	pos/cmd_2932.wav	明桥十六度。	空调十六度	40.00
2933	pos/cmd_2933.wav	把温度调到十七度。	把温度调到十七度	0.00
2934	pos/cmd_2934.wav	把温度调到二十六度。	把温度调到二十六度	0.00
2935	pos/cmd_2935.wav	猪粪驱除啊， 有益于安胎前片。	吃什么有利于安胎	100.00
2936	pos/cmd_2936.wav	今天调到二十九度。	空调调到二十九度	25.00
2937	pos/cmd_2937.wav	高血压适宜吃什么？	高血压适宜吃什么	0.00
2938	pos/cmd_2938.wav	播放小脚丫境外投资条例十二五处。	播放小脚丫妈妈读绘本	100.00
2939	pos/cmd_2939.wav	告诉我怎么添加绿网。 对，	告诉我怎么拆滤网	50.00
2940	pos/cmd_2940.wav	风速达到百分之百。	风速调到百分之百	12.50
2941	pos/cmd_2941.wav	中北线酒边太困惑。	风摆向左边	140.00
2942	pos/cmd_2942.wav	五十一分完赛。	开防直吹	150.00
2943	pos/cmd_2943.wav	播放神笔马良。	播放神笔马良	0.00
2944	pos/cmd_2944.wav	便秘适合吃哪些食物？	便秘适合吃哪些食物	0.00
2945	pos/cmd_2945.wav	高血脂吃什么有好处好？ 年，	高血脂吃什么有好处	22.22
2946	pos/cmd_2946.wav	开启制冷模式。 八，	开启制冷模式	16.67
2947	pos/cmd_2947.wav	播放减压放松音乐合集。	播放减压放松音乐合集	0.00
2948	pos/cmd_2948.wav	备孕适合吃什么？	备孕适合吃什么	0.00
2949	pos/cmd_2949.wav	三百四十九美元。	播放减压放松音乐合集	100.00
2950	pos/cmd_2950.wav	空调十七度。	空调十七度	0.00
2951	pos/cmd_2951.wav	新装出现大面。	风速九十	150.00
2952	pos/cmd_2952.wav	播放绝句唐杜甫。	播放绝句唐杜甫	0.00
2953	pos/cmd_2953.wav	调到二十度。	调到二十度	0.00
2954	pos/cmd_2954.wav	播放经典英文坏话。	播放听经典英文童话	22.22
2955	pos/cmd_2955.wav	把温度调到十四度。	把温度调到二十四度	11.11
2956	pos/cmd_2956.wav	斌哥的企业，	打开左右扫风	100.00
2957	pos/cmd_2957.wav	好问题才会说出去。	把温度调到十九度	100.00
2958	pos/cmd_2958.wav	往左吹有这个。	往左吹	100.00
2959	pos/cmd_2959.wav	感谢空娘。	开开空调	75.00
2960	pos/cmd_2960.wav	播放伟人，	播放伟人	0.00
2961	pos/cmd_2961.wav	灰灰草书为红色。	关闭屏幕	175.00
2962	pos/cmd_2962.wav	风言风语， 我想听。	锋言疯语我想听	28.57
2963	pos/cmd_2963.wav	不含硒的食物有哪些？	富含硒的食物有哪些	11.11
2964	pos/cmd_2964.wav	谷歌古典骚扰集， 我想听。	古哥古点烧脑集我想听	50.00
2965	pos/cmd_2965.wav	关掉春风女式。	关掉新风模式	33.33
2966	pos/cmd_2966.wav	风速调低一点。	风速调低一点	0.00
2967	pos/cmd_2967.wav	我玩手机回忆被治疗过敏。	补钙推荐吃什么食物	122.22
2968	pos/cmd_2968.wav	分别受到事实和均值处理疲劳。	吃什么适合慢性疲劳	122.22
2969	pos/cmd_2969.wav	漂亮。 对对对对，	风速降低	150.00
2970	pos/cmd_2970.wav	哎， 高速八速。	空调十八度	80.00
2971	pos/cmd_2971.wav	播放十大样板戏真选集。	播放十大样板戏精选集	10.00
2972	pos/cmd_2972.wav	高血压不适宜吃什么？	高血压不适宜吃什么	0.00
2973	pos/cmd_2973.wav	模仿大队长讲样子。	播放大队长讲科学	50.00
2974	pos/cmd_2974.wav	把风速调到最小。	把风速调到最小	0.00
2975	pos/cmd_2975.wav	你想放首荣耀版岛屿，	放首粤语歌吧	116.67
2976	pos/cmd_2976.wav	多长时间都的。	空调十七度	120.00
2977	pos/cmd_2977.wav	高血压不推荐嫌疑人。	高血压不推荐吃什么	33.33
2978	pos/cmd_2978.wav	播放文静翻唱歌曲集忆。	播放文静翻唱歌曲集	11.11
2979	pos/cmd_2979.wav	切开睡眠模式以前，	打开睡眠模式	50.00
2980	pos/cmd_2980.wav	高血脂吃什么有好处？	高血脂吃什么有好处	0.00
2981	pos/cmd_2981.wav	开到二十一度。	开到二十一度	0.00
2982	pos/cmd_2982.wav	快到二十五度。	开到二十五度	16.67
2983	pos/cmd_2983.wav	了另外一所幼儿园。	关机空调	200.00
2984	pos/cmd_2984.wav	打开节能模式。	打开节能模式	0.00
2985	pos/cmd_2985.wav	把温度调到十八度。	把温度调到十八度	0.00
2986	pos/cmd_2986.wav	很强的纯电动车相比，	风向调到中间	150.00
2987	pos/cmd_2987.wav	分离指 DCO 浓度。	关闭ECO模式	85.71
2988	pos/cmd_2988.wav	吃什么适合慢性疲劳？	吃什么适合慢性疲劳	0.00
2989	pos/cmd_2989.wav	调成抽湿模式。	调成抽湿模式	0.00
2990	pos/cmd_2990.wav	公开性开到三十度， 将给，	开到三十度	100.00
2991	pos/cmd_2991.wav	把温度调到二十八度。	把温度调到二十八度	0.00
2992	pos/cmd_2992.wav	健身不建议吃什么食物？	健身不建议吃什么食物	0.00
2993	pos/cmd_2993.wav	的内裤还在之八十。	风速调到百分之八十	66.67
2994	pos/cmd_2994.wav	腹泻吃什么食物有好处？	腹泻吃什么食物有好处	0.00
2995	pos/cmd_2995.wav	播放辽音， 但是，	播放聊音乐	60.00
2996	pos/cmd_2996.wav	放置飞，	防直吹	100.00
2997	pos/cmd_2997.wav	路线事业是什么？	腹泻适宜吃什么	71.43
2998	pos/cmd_2998.wav	产妇适合吃哪些食物？	产妇适合吃哪些食物	0.00
2999	pos/cmd_2999.wav	独雕小将，	风量调小	100.00
